0.000000000000000000e+00 -1.897947045570616206e-02 -5.767123408217545572e-03 2.952441540510483339e-02 -9.894197600217122940e-03 6.901283271222481350e-03 -4.983572823937141086e-03 -7.983899605281819922e-04 3.435446646447763795e-04 -4.613828459697648702e-04
1.000000000000000056e-01 -5.138509329692415167e-02 -3.706931940422109745e-02 -8.711127527261717726e-03 5.518272060759631115e-03 -2.550368296191658779e-03 -9.333806027406410522e-03 -8.251290341152239805e-03 -8.305972021069378888e-03 -9.498847805576261447e-03
2.000000000000000111e-01 2.752367183337494153e-02 -8.020068657014314817e-02 -6.592443526874114390e-02 -6.269607934943390026e-03 -1.826082638820413634e-02 -1.518282498485952828e-02 -1.374919873220276784e-02 -1.289832106212928514e-02 -1.480986325059092251e-02
3.000000000000000444e-01 -7.339009250981645693e-02 -1.053809416977821989e-01 -5.029770839510017827e-02 -3.848167772589051322e-03 -8.479716290293318887e-03 -1.285749424889797224e-02 -2.020975047489545484e-02 -1.798947145435497372e-02 -1.924666745271627968e-02
4.000000000000000222e-01 1.702923953182508901e-02 -2.263323485504420418e-02 -5.818715431808053201e-03 -2.191234870795706960e-02 -1.984604182413326687e-02 -2.472949966563303681e-02 -1.984001989254437215e-02 -2.311829748550496555e-02 -2.303780716599072506e-02
5.000000000000000000e-01 -1.740141456527104502e-01 7.490325287672695842e-02 8.649886952442134569e-04 -2.513722080277794660e-02 -2.547493677862877268e-02 -3.084056985778971249e-02 -2.143857091279655069e-02 -2.278565122685698857e-02 -2.169220887875995124e-02
6.000000000000000888e-01 -5.672403807054934854e-02 -4.734553101917976514e-02 -6.231034184304296009e-02 -2.290945913681759899e-02 -1.229413291971869458e-02 -1.790544130278649837e-02 -1.662783002995549958e-02 -1.674620317852797829e-02 -1.825103460593095403e-02
7.000000000000000666e-01 -1.637498993244393061e-02 5.844767326190510731e-02 1.712680576434404134e-02 -9.266559501786786335e-03 -3.331572972896654911e-02 -8.180593056854932113e-03 -1.297092187191965958e-02 -1.283725994873598578e-02 -1.122619915905658135e-02
8.000000000000000444e-01 1.688703271752443613e-01 -3.263035173598227007e-03 -8.805026853107120188e-03 -1.509195654093350731e-03 -1.548707591773820433e-02 -3.954096054453722607e-03 -5.793372934330343754e-03 -7.042806100911484443e-04 -5.291006276345204540e-03
9.000000000000000222e-01 2.699691134679716321e-03 9.185296396456549273e-02 1.068556346475300727e-02 -1.993519508962926165e-02 2.406591935062916011e-03 6.795375443836845948e-03 2.699610410412321606e-03 3.705120439064159710e-03 4.110100397105140649e-03
1.000000000000000000e+00 1.483758021317985454e-01 6.725491740923550399e-02 6.887500661900214718e-03 2.367911110709776043e-02 2.069903546622304386e-02 7.993095924564035115e-03 1.403552193576600507e-02 1.713627501785538326e-02 1.518923034318222544e-02
1.100000000000000089e+00 -1.608078979582872603e-01 -3.149619090144516187e-02 2.011566549629303230e-02 9.030291005225603990e-03 2.919830422768501105e-02 2.778355963130820991e-02 2.334265934386579866e-02 2.898344547136908964e-02 2.661607955087465921e-02
1.200000000000000178e+00 -1.807636925867763811e-01 3.270326058033833777e-02 4.096418534364160841e-02 2.001670794268121251e-02 3.158479495765387224e-02 4.487146734732502112e-02 4.150736088520100286e-02 4.284606754627959257e-02 4.166420756821771765e-02
1.300000000000000044e+00 6.031724007951060756e-02 5.558401473321077091e-02 9.313107003732287725e-02 5.355546950089884461e-02 6.246597836030041984e-02 6.328043140741472505e-02 5.211608407149276312e-02 5.469102471024837181e-02 5.495098815446236573e-02
1.400000000000000133e+00 -1.150578450067167857e-01 1.356411988363456222e-01 4.850994687935579475e-02 7.909963930754204675e-02 6.921349732053841408e-02 6.992972197020941305e-02 6.610069538553542401e-02 6.973614312264207749e-02 7.045949369123656603e-02
1.500000000000000000e+00 2.220899764138405952e-01 6.540930391128224608e-02 1.153458393364427265e-01 9.593114369113991957e-02 8.375839029784030998e-02 8.168254524820448004e-02 8.787185536796339458e-02 8.523986354082148387e-02 8.713119482256967419e-02
1.600000000000000089e+00 1.249633975609625025e-02 8.661966719322605757e-02 1.134032810584382489e-01 1.183447127897923890e-01 8.056942169576611357e-02 1.083011431493757781e-01 1.061663126576329469e-01 1.029153255967803493e-01 1.005497824415789998e-01
